0	grant	0.6047673523426056
1	avg	0.59083691239357
2	Flash	0.5794019997119904
3	Sword	0.5674597322940826
4	Already	0.5599513351917267
5	Pick	0.5594651997089386
6	j4	0.547899603843689
7	s4	0.5390141308307648
8	mc	0.5300706923007965
9	effort	0.5238996148109436
10	Streaming	0.5130654573440552
11	JG	0.5118588507175446
12	Pinoy	0.5064835846424103
13	machete	0.5056211352348328
14	Razor	0.5040743947029114
15	infamous	0.5009862184524536
16	Hannah	0.500385046005249
17	Match	0.49674487113952637
18	Drums	0.49217838048934937
19	glory	0.490581214427948
20	RP	0.48895806074142456
21	II	0.48730790615081787
22	active	0.4861048460006714
23	leo	0.4857129454612732
24	Chrono	0.48084092140197754
25	Fear	0.4802241325378418
26	khan	0.4784838557243347
27	rosh	0.4779478907585144
28	Your	0.4772648215293884
29	PepegaHands	0.47593051195144653
30	Random	0.4756826162338257
31	imp	0.4747774600982666
32	March	0.4700953960418701
33	tipped	0.46720802783966064
34	begins	0.46475422382354736
35	Mr	0.4645393490791321
36	complete	0.46373724937438965
37	All	0.45870912075042725
38	CLOSED	0.4536539912223816
39	panel	0.4535573124885559
40	mountain	0.453430712223053
41	S4	0.45003998279571533
42	BigBrother	0.448825478553772
43	mangos	0.4487822651863098
44	charlie	0.44796043634414673
45	summit	0.4467427134513855
46	Slayer	0.4445139169692993
47	MC	0.44436150789260864
48	tavo	0.44326120615005493
49	Knight	0.4423707127571106
